gps_sow, latitude, longitude, height
391582.5,  51.711953910,  -0.210247806,  141.8090
391583.0,  51.711953817,  -0.210248039,  141.8178
391583.5,  51.711953785,  -0.210248210,  141.8170
391584.0,  51.711953826,  -0.210248281,  141.7958
391584.5,  51.711953739,  -0.210248460,  141.8094
391585.0,  51.711953744,  -0.210248635,  141.8228
391585.5,  51.711953688,  -0.210248695,  141.8141
391586.0,  51.711953694,  -0.210248854,  141.8108
391586.5,  51.711953699,  -0.210248984,  141.8160
391587.0,  51.711953750,  -0.210248994,  141.8059
391587.5,  51.711953785,  -0.210249060,  141.7954
391588.0,  51.711953813,  -0.210249075,  141.8037
391588.5,  51.711953859,  -0.210249177,  141.8047
391589.0,  51.711953917,  -0.210249199,  141.8065
391589.5,  51.711953899,  -0.210249420,  141.8047
391590.0,  51.711953952,  -0.210249469,  141.8047
391590.5,  51.711953999,  -0.210249524,  141.7897
391591.0,  51.711953936,  -0.210249576,  141.8084
391591.5,  51.711953869,  -0.210249640,  141.8031
391592.0,  51.711953883,  -0.210249787,  141.8046
391592.5,  51.711953886,  -0.210249847,  141.8042
391593.0,  51.711953861,  -0.210249924,  141.8117
391593.5,  51.711953839,  -0.210250005,  141.8127
391594.0,  51.711953797,  -0.210250096,  141.8173
391594.5,  51.711953760,  -0.210250229,  141.8296
391595.0,  51.711953741,  -0.210250326,  141.8411
391595.5,  51.711953758,  -0.210250348,  141.8363
391596.0,  51.711953678,  -0.210250450,  141.8413
391596.5,  51.711953661,  -0.210250584,  141.8485
391597.0,  51.711953628,  -0.210250687,  141.8695
391597.5,  51.711953601,  -0.210250795,  141.8674
391598.0,  51.711953543,  -0.210250889,  141.8725
391598.5,  51.711953463,  -0.210250980,  141.8753
391599.0,  51.711953408,  -0.210251097,  141.8815
391599.5,  51.711953362,  -0.210251126,  141.8852
391600.0,  51.711953285,  -0.210251129,  141.8946
391600.5,  51.711953254,  -0.210251156,  141.9060
391601.0,  51.711953163,  -0.210251178,  141.9101
391601.5,  51.711953110,  -0.210251271,  141.9229
391602.0,  51.711953132,  -0.210251295,  141.9362
391602.5,  51.711953095,  -0.210251272,  141.9390
391603.0,  51.711953089,  -0.210251214,  141.9381
391603.5,  51.711953077,  -0.210251236,  141.9503
391604.0,  51.711953108,  -0.210251221,  141.9461
391604.5,  51.711953132,  -0.210251273,  141.9361
391605.0,  51.711953197,  -0.210251294,  141.9485
391605.5,  51.711953210,  -0.210251279,  141.9407
391606.0,  51.711953173,  -0.210251399,  141.9496
391606.5,  51.711953289,  -0.210251453,  141.9531
391607.0,  51.711953344,  -0.210251428,  141.9415
391607.5,  51.711953359,  -0.210251464,  141.9407
391608.0,  51.711953377,  -0.210251499,  141.9402
391608.5,  51.711953436,  -0.210251535,  141.9337
391609.0,  51.711953459,  -0.210251614,  141.9383
391609.5,  51.711953479,  -0.210251855,  141.9089
391610.0,  51.711953480,  -0.210251897,  141.9345
391610.5,  51.711953495,  -0.210252056,  141.9340
391611.0,  51.711953555,  -0.210252048,  141.9218
391611.5,  51.711953552,  -0.210252113,  141.9318
391612.0,  51.711953587,  -0.210252099,  141.9312
391612.5,  51.711953606,  -0.210252148,  141.9371
391613.0,  51.711953622,  -0.210252198,  141.9220
391613.5,  51.711953612,  -0.210252236,  141.9218
391614.0,  51.711953599,  -0.210252350,  141.9223
391614.5,  51.711953587,  -0.210252429,  141.9235
391615.0,  51.711953648,  -0.210252475,  141.9373
391615.5,  51.711953622,  -0.210252493,  141.9221
391616.0,  51.711953577,  -0.210252511,  141.9313
391616.5,  51.711953667,  -0.210252603,  141.9213
391617.0,  51.711953589,  -0.210252715,  141.9260
391617.5,  51.711953540,  -0.210252738,  141.9183
391618.0,  51.711953220,  -0.210254037,  141.8971
391618.5,  51.711953207,  -0.210253999,  141.8877
391619.0,  51.711953232,  -0.210253986,  141.8885
391619.5,  51.711953212,  -0.210254002,  141.8871
391620.0,  51.711953219,  -0.210254005,  141.8839
391620.5,  51.711953227,  -0.210254023,  141.8833
391621.0,  51.711953215,  -0.210253986,  141.8874
391621.5,  51.711953212,  -0.210253963,  141.8941
391622.0,  51.711953206,  -0.210253969,  141.8840
391622.5,  51.711953234,  -0.210253980,  141.8938
391623.0,  51.711953214,  -0.210253978,  141.8923
391623.5,  51.711953239,  -0.210253943,  141.8923
391624.0,  51.711953217,  -0.210253935,  141.8895
391624.5,  51.711953207,  -0.210253950,  141.8939
391625.0,  51.711953217,  -0.210253981,  141.8993
