gps_sow, latitude, longitude, height
406037.5,  51.711952356,  -0.210256081,  142.0992
406038.0,  51.711952319,  -0.210256176,  142.1057
406038.5,  51.711952261,  -0.210256242,  142.1200
406039.0,  51.711952224,  -0.210256231,  142.1224
406039.5,  51.711952192,  -0.210256333,  142.1259
406040.0,  51.711952170,  -0.210256349,  142.1302
406040.5,  51.711952114,  -0.210256379,  142.1507
406041.0,  51.711952083,  -0.210256415,  142.1508
406041.5,  51.711952031,  -0.210256489,  142.1465
406042.0,  51.711951993,  -0.210256563,  142.1540
406042.5,  51.711951896,  -0.210256587,  142.1645
406043.0,  51.711951860,  -0.210256590,  142.1631
406043.5,  51.711951843,  -0.210256595,  142.1634
406044.0,  51.711951836,  -0.210256609,  142.1745
406044.5,  51.711951833,  -0.210256555,  142.1751
406045.0,  51.711951829,  -0.210256568,  142.1800
406045.5,  51.711951797,  -0.210256567,  142.1768
406046.0,  51.711951768,  -0.210256584,  142.1838
406046.5,  51.711951802,  -0.210256564,  142.1826
406047.0,  51.711951794,  -0.210256525,  142.1793
406047.5,  51.711951833,  -0.210256505,  142.1645
406048.0,  51.711951916,  -0.210256465,  142.1649
406048.5,  51.711951936,  -0.210256471,  142.1681
406049.0,  51.711952013,  -0.210256438,  142.1598
406049.5,  51.711952082,  -0.210256443,  142.1553
406050.0,  51.711952109,  -0.210256456,  142.1417
406050.5,  51.711952165,  -0.210256512,  142.1404
406051.0,  51.711952200,  -0.210256510,  142.1372
406051.5,  51.711952232,  -0.210256513,  142.1422
406052.0,  51.711952267,  -0.210256528,  142.1317
406052.5,  51.711952337,  -0.210256536,  142.1325
406053.0,  51.711952366,  -0.210256529,  142.1233
406053.5,  51.711952452,  -0.210256494,  142.1086
406054.0,  51.711952464,  -0.210256517,  142.1112
406054.5,  51.711952489,  -0.210256579,  142.1078
406055.0,  51.711952483,  -0.210256606,  142.1163
406055.5,  51.711952449,  -0.210256640,  142.1271
406056.0,  51.711952418,  -0.210256677,  142.1236
406056.5,  51.711952425,  -0.210256719,  142.1265
406057.0,  51.711952430,  -0.210256714,  142.1238
406057.5,  51.711952443,  -0.210256751,  142.1214
406058.0,  51.711952468,  -0.210256715,  142.1311
406058.5,  51.711952445,  -0.210256742,  142.1345
406059.0,  51.711952412,  -0.210256762,  142.1381
406059.5,  51.711952434,  -0.210256741,  142.1279
406060.0,  51.711952418,  -0.210256717,  142.1347
406060.5,  51.711952396,  -0.210256710,  142.1382
406061.0,  51.711952400,  -0.210256710,  142.1353
